frame,tracklet_id,l,t,w,h,probability_of_detection
11357,33,915.14,489.94,184.41,317.04,0.90
11358,21,252.84,447.82,181.24,381.45,0.79
11358,33,915.29,489.99,183.73,315.84,0.90
11359,21,246.65,448.40,180.56,381.36,0.80
11359,33,914.52,490.23,185.15,318.72,0.90
11360,21,245.60,447.69,177.20,374.18,0.80
11360,33,914.13,490.55,185.00,318.70,0.90
11361,21,242.63,449.40,174.57,365.40,0.80
11361,33,913.58,490.22,185.74,320.46,0.90
11362,21,239.06,449.79,172.67,354.70,0.75
11362,33,911.74,489.43,189.29,328.01,0.90
11363,21,227.90,451.71,181.30,369.47,0.79
11363,33,911.38,489.36,189.97,330.18,0.89
11364,21,224.49,453.72,177.38,352.22,0.78
11364,33,910.75,488.89,190.35,331.86,0.90
11365,21,217.24,456.72,180.34,351.91,0.74
11365,33,909.72,489.16,191.20,335.11,0.90
11366,21,198.62,459.35,173.56,334.53,0.78
11366,33,908.80,489.49,192.58,339.61,0.90
11367,21,195.71,460.95,159.98,303.10,0.78
11367,33,907.55,489.84,194.05,344.59,0.90
11368,21,184.99,463.57,167.75,316.62,0.81
11368,33,908.47,489.97,191.82,342.46,0.90
11369,21,177.05,463.99,172.12,324.27,0.83
11369,33,909.11,489.58,189.52,339.77,0.90
11370,21,173.28,464.76,171.89,321.72,0.83
11370,33,910.50,488.99,186.37,335.13,0.90
11371,21,168.15,465.20,174.44,324.73,0.83
11371,33,912.15,488.76,182.96,329.30,0.90
11372,21,160.61,464.65,182.30,339.61,0.84
11372,33,913.15,489.13,180.93,325.74,0.89
11373,21,158.27,465.51,180.52,335.28,0.86
11373,33,912.43,489.50,182.39,329.14,0.89
11374,21,154.77,465.57,182.39,337.85,0.85
11374,33,912.24,489.41,183.67,332.41,0.89
11375,21,154.12,467.79,178.80,328.60,0.87
11375,33,911.31,488.94,185.88,337.66,0.89
11376,21,150.44,467.23,181.59,332.30,0.87
11376,33,910.41,488.98,187.83,342.51,0.89
11377,21,149.80,467.22,180.85,328.12,0.86
11377,33,911.07,489.22,187.45,342.77,0.89
11378,21,147.92,468.30,180.28,323.65,0.88
11378,33,911.79,489.76,186.37,341.49,0.89
11379,21,145.56,468.23,180.00,319.78,0.88
11379,33,912.70,489.52,183.80,336.51,0.89
11380,21,143.79,468.16,181.08,318.85,0.88
11380,33,913.60,490.10,180.82,329.88,0.89
11381,21,142.22,467.22,181.34,317.22,0.88
11381,33,915.77,489.41,176.03,318.84,0.89
11382,21,142.20,465.04,182.85,317.58,0.88
11382,33,915.46,489.38,176.51,318.14,0.89
11383,21,139.78,464.44,187.05,324.27,0.88
11383,33,914.70,489.37,178.88,321.53,0.89
11384,21,138.15,463.10,190.66,330.13,0.87
11384,33,913.95,489.14,180.71,323.96,0.89
11385,21,137.80,462.59,194.13,336.36,0.87
11385,33,914.12,489.06,181.38,324.02,0.89
11386,21,140.21,462.84,189.88,328.13,0.87
11386,33,914.06,488.81,182.77,325.18,0.89
11387,21,139.88,464.74,190.97,329.38,0.87
11387,33,914.36,488.71,183.53,324.74,0.89
11388,21,141.43,462.11,191.49,329.63,0.86
11388,33,913.77,488.68,186.12,327.71,0.88
11389,21,142.28,461.11,192.15,329.28,0.87
11389,33,912.64,488.67,189.78,332.84,0.87
11390,21,144.80,460.07,191.28,325.80,0.88
11390,33,911.80,488.00,193.74,338.98,0.87
11391,21,144.40,461.93,192.06,325.38,0.89
11391,33,914.96,487.97,189.16,328.27,0.88
11392,21,145.49,461.96,196.08,329.48,0.87
11392,33,915.54,487.74,189.54,326.98,0.88
11393,21,148.59,462.65,194.49,322.80,0.87
11393,33,916.38,487.89,189.29,324.49,0.88
11394,21,152.74,464.93,189.94,309.69,0.88
11394,33,916.86,488.17,188.82,321.55,0.88
11395,21,154.99,462.38,193.84,310.49,0.87
11395,33,918.73,488.73,186.13,314.64,0.89
11396,21,160.84,459.65,196.79,307.68,0.87
11396,33,916.94,488.26,190.07,320.43,0.88
11397,21,166.89,458.41,195.68,297.02,0.88
11397,33,916.40,488.54,191.24,321.69,0.88
11398,21,173.61,458.42,197.71,290.84,0.88
11398,33,915.89,487.97,193.17,324.65,0.88
11399,21,176.88,456.85,199.32,284.83,0.88
11399,33,915.97,487.54,194.20,326.44,0.88
11400,21,182.66,460.39,201.68,280.48,0.86
11400,33,916.96,487.82,193.54,325.34,0.88
11401,21,185.16,462.16,201.72,274.03,0.88
11401,33,916.41,487.93,195.10,328.49,0.88
11402,21,187.47,462.59,206.24,274.79,0.86
11402,33,919.08,487.98,190.79,320.34,0.89
11403,21,193.31,462.51,206.54,271.35,0.86
11403,33,919.49,488.00,191.22,320.80,0.89
11404,21,193.77,463.61,213.51,277.71,0.86
11404,33,922.07,488.01,187.39,312.94,0.89
11405,21,196.65,461.10,216.79,279.45,0.86
11405,33,921.14,487.78,189.72,316.99,0.89
11406,21,202.83,461.03,216.28,275.72,0.86
11406,33,920.91,487.48,191.21,320.06,0.89
11407,21,206.92,461.46,214.47,271.69,0.87
11407,33,920.50,487.15,192.40,322.80,0.89
11408,21,210.23,462.07,217.57,276.14,0.86
11408,33,920.79,486.35,191.91,322.74,0.89
11409,21,213.15,463.41,219.31,278.95,0.86
11409,33,920.88,486.06,192.63,324.94,0.90
11410,21,214.92,464.14,216.54,276.72,0.87
11410,33,922.64,485.73,190.31,321.54,0.89
11411,21,218.36,464.40,215.87,277.71,0.87
11411,33,922.58,485.62,190.85,323.36,0.89
11412,21,216.02,465.83,223.30,291.96,0.86
11412,33,923.14,485.36,189.85,322.49,0.89
11413,21,213.75,467.01,228.81,305.35,0.83
11413,33,922.57,484.82,191.01,325.72,0.89
11414,21,216.43,467.24,229.39,313.78,0.82
11414,33,921.54,484.63,192.17,329.16,0.90
11415,21,220.87,467.75,229.26,321.79,0.82
11415,33,923.00,483.90,189.77,326.23,0.89
11416,21,223.16,469.02,232.55,335.48,0.84
11416,33,923.07,483.18,190.71,329.55,0.89
11417,21,227.82,470.58,232.17,345.22,0.85
11417,33,922.91,482.92,191.41,332.55,0.89
11418,21,224.46,470.96,235.65,359.51,0.81
11418,33,923.57,482.61,190.21,332.12,0.90
11419,21,240.39,472.59,221.77,346.61,0.84
11419,33,924.08,481.62,190.11,333.70,0.90
11420,21,254.25,474.55,208.35,332.23,0.84
11420,33,924.94,481.92,188.72,333.16,0.90
11421,21,264.10,475.26,201.06,326.61,0.82
11421,33,925.79,481.39,188.02,334.03,0.90
11422,21,267.98,475.94,206.14,342.36,0.67
11422,33,926.50,482.53,187.84,336.11,0.90
11423,21,276.10,476.61,204.56,346.82,0.79
11423,33,926.74,482.53,187.81,338.21,0.90
11424,21,288.37,477.72,197.71,340.95,0.83
11424,33,926.94,482.54,187.56,339.86,0.90
11425,21,300.07,479.68,191.85,335.19,0.82
11425,33,929.17,482.54,184.03,334.23,0.90
11426,21,313.26,481.28,181.97,319.51,0.84
11426,33,929.65,482.78,183.39,334.05,0.90
11427,21,324.58,482.06,180.02,318.28,0.85
11427,33,930.15,483.54,183.38,335.09,0.90
11428,21,335.56,481.86,177.47,314.25,0.83
11428,33,931.14,483.83,182.64,334.58,0.90
11429,21,343.37,482.43,177.93,315.25,0.82
11429,33,931.12,483.49,182.24,334.37,0.90
11430,21,348.88,482.83,185.85,330.67,0.81
11430,33,931.06,482.47,183.06,336.96,0.90
11431,21,356.17,482.52,188.54,336.40,0.83
11431,33,931.98,482.53,182.35,336.15,0.90
11432,21,359.73,481.49,193.71,348.72,0.83
11432,33,932.48,482.78,180.87,333.81,0.90
11433,21,373.03,479.98,187.99,337.40,0.80
11433,33,932.11,483.55,182.29,337.16,0.90
11434,21,380.04,480.48,187.64,337.47,0.81
11434,33,931.70,483.40,183.35,339.75,0.90
11435,21,386.28,479.77,187.35,337.91,0.83
11435,33,932.04,483.34,182.74,338.94,0.90
11436,21,391.56,479.27,188.84,342.69,0.82
11436,33,932.07,483.31,182.70,339.49,0.89
11437,21,396.27,478.41,192.35,352.20,0.83
11437,33,932.65,483.75,182.41,339.24,0.89
11438,21,403.53,477.20,191.96,354.45,0.84
11438,33,932.14,484.14,183.75,342.47,0.89
11439,21,417.16,475.85,190.79,351.68,0.80
11439,33,932.85,484.50,182.43,339.89,0.89
11440,21,419.08,473.78,192.80,359.64,0.82
11440,33,932.82,484.64,181.62,338.43,0.89
11441,21,427.93,473.23,188.33,353.11,0.82
11441,33,933.76,484.46,180.29,335.42,0.89
11442,21,431.47,472.60,192.35,365.62,0.83
11442,33,933.67,485.06,180.65,335.84,0.89
11443,21,436.72,470.83,192.27,371.76,0.83
11443,33,933.77,485.73,180.53,335.56,0.89
11444,21,444.70,469.07,191.24,375.57,0.83
11444,33,934.80,485.75,179.38,333.00,0.89
11445,21,453.64,466.65,190.04,378.69,0.82
11445,33,936.29,485.75,177.62,328.91,0.89
11446,21,462.11,463.99,190.02,384.18,0.84
11446,33,936.42,485.52,177.80,328.96,0.88
11447,21,469.33,462.56,189.04,387.92,0.85
11447,33,937.76,485.43,176.17,325.43,0.89
11448,21,479.16,460.73,180.21,372.07,0.84
11448,33,939.12,485.17,174.72,321.66,0.89
11449,21,486.08,458.73,181.93,381.00,0.85
11449,33,938.92,484.84,176.49,324.57,0.89
11450,21,495.39,455.82,178.42,378.50,0.86
11450,33,940.68,484.49,174.34,319.66,0.89
11451,21,500.23,452.31,178.85,385.66,0.87
11451,33,940.74,484.14,175.60,321.66,0.90
11452,21,509.56,449.93,172.84,377.04,0.86
11452,33,941.01,483.56,175.55,321.11,0.89
11453,21,516.35,447.97,167.94,370.24,0.86
11453,33,941.21,482.67,175.30,319.81,0.88
11454,21,526.02,446.18,162.53,360.24,0.83
11454,33,941.13,482.57,175.49,319.14,0.88
11455,21,535.68,444.69,161.19,358.29,0.84
11455,33,939.79,482.32,179.05,325.41,0.88
11456,21,549.60,442.85,154.11,338.72,0.82
11456,33,937.15,482.67,184.64,336.65,0.88
11457,21,553.66,441.80,153.74,337.34,0.83
11457,33,936.15,482.59,186.73,341.56,0.88
11458,21,558.47,440.56,155.32,340.11,0.84
11458,33,935.78,482.79,186.61,341.87,0.89
11459,21,560.02,438.82,159.02,349.76,0.86
11459,33,935.87,482.64,186.07,341.26,0.89
11460,21,562.66,438.22,158.10,350.31,0.85
11460,33,936.59,482.60,184.48,338.31,0.89
11461,21,565.47,437.61,161.62,361.71,0.85
11461,33,936.69,483.03,183.32,336.26,0.89
11462,21,572.85,437.87,156.35,351.88,0.84
11462,33,937.15,483.19,182.01,333.67,0.89
11463,21,579.21,438.04,156.37,353.85,0.86
11463,33,936.80,483.93,181.67,332.90,0.89
11464,21,586.73,438.15,154.39,350.13,0.85
11464,33,936.15,484.43,181.69,332.83,0.89
11465,21,593.60,438.45,151.84,344.92,0.86
11465,33,933.44,485.50,184.85,339.50,0.89
11466,21,598.87,438.38,152.20,346.82,0.86
11466,33,929.96,485.90,188.30,346.86,0.89
11467,21,604.43,437.93,153.48,351.12,0.86
11467,33,928.81,486.49,186.64,343.91,0.89
11468,21,612.67,437.79,150.38,343.43,0.88
11468,33,927.18,487.15,185.73,342.25,0.89
11469,21,619.34,437.32,149.00,340.04,0.88
11469,33,926.45,486.72,182.98,336.47,0.89
11470,21,626.81,436.49,147.05,334.11,0.88
11470,33,925.94,487.22,178.00,325.06,0.88
11471,21,631.68,435.99,148.00,335.78,0.89
11471,33,924.14,487.62,175.80,318.73,0.89
11472,21,637.92,435.37,145.34,328.39,0.89
11472,33,920.85,487.76,175.81,316.46,0.89
11473,21,644.65,435.39,142.49,320.01,0.90
11473,33,912.81,488.47,184.14,331.70,0.89
11474,21,651.06,433.84,138.56,308.15,0.89
11474,33,911.06,488.29,180.47,323.20,0.88
11475,21,654.09,433.29,141.42,313.06,0.89
11475,33,907.78,488.20,179.02,318.51,0.88
11476,21,658.07,433.11,142.67,314.46,0.89
11476,33,902.35,489.06,180.76,319.96,0.90
11477,21,663.52,431.50,140.87,308.14,0.89
11477,33,898.21,490.26,179.56,315.61,0.89
11478,21,665.92,430.24,143.06,311.52,0.88
11478,33,890.08,490.93,185.27,325.03,0.89
11479,21,668.01,427.34,145.61,316.65,0.88
11479,33,884.54,493.16,186.39,326.09,0.90
11480,21,668.92,425.39,149.98,327.10,0.87
11480,33,876.00,495.55,191.91,336.07,0.90
11481,21,675.12,424.91,145.35,315.41,0.87
11481,33,870.22,497.53,192.26,336.51,0.89
11482,21,676.41,423.88,150.66,327.98,0.87
11482,33,864.14,500.48,194.19,339.74,0.89
11483,21,682.24,422.65,153.63,333.43,0.85
11483,33,856.77,502.89,200.01,350.22,0.89
11484,21,689.99,420.89,155.12,332.87,0.86
11484,33,847.23,504.65,203.64,354.14,0.90
11485,21,691.00,419.59,152.11,325.29,0.87
11485,33,836.03,507.48,208.06,356.89,0.89
11486,21,690.73,418.25,154.49,330.89,0.86
11486,33,824.10,507.85,215.63,362.93,0.88
11487,21,694.82,417.12,154.74,330.08,0.86
11487,33,814.98,509.05,219.19,359.66,0.88
11488,21,693.13,415.40,157.42,337.32,0.86
11488,33,807.52,509.67,225.34,360.71,0.87
11489,21,693.20,413.91,159.44,343.56,0.87
11489,33,803.90,510.08,226.96,353.73,0.87
11490,21,693.61,412.50,160.94,348.99,0.87
11490,33,798.96,509.96,235.17,359.23,0.88
11491,21,693.87,410.69,161.94,353.21,0.88
11491,33,795.43,509.66,240.99,361.47,0.87
11492,21,695.32,408.49,162.92,357.62,0.89
11492,33,792.00,509.50,246.84,364.92,0.87
11493,21,696.67,405.72,163.25,360.33,0.89
11493,33,788.97,509.19,253.70,370.82,0.87
11494,21,699.56,403.61,163.73,364.14,0.88
11494,33,789.55,509.05,253.97,366.82,0.88
11495,21,703.88,402.19,160.82,360.00,0.89
11495,33,791.87,509.18,250.20,356.05,0.88
11496,21,707.54,401.28,158.13,356.07,0.88
11496,33,790.12,509.21,253.38,356.39,0.87
11497,21,710.26,400.10,156.91,354.96,0.89
11497,33,789.98,509.20,253.69,352.49,0.88
11498,21,711.86,398.37,156.88,356.72,0.89
11498,33,789.36,509.63,255.14,350.55,0.89
11499,21,713.56,396.89,156.26,356.90,0.89
11499,33,787.01,509.77,258.27,351.18,0.88
11500,21,714.95,395.49,156.13,358.26,0.89
11500,33,789.04,510.25,253.76,339.81,0.89
11501,21,716.77,394.57,154.20,354.74,0.89
11501,33,782.40,509.06,265.21,352.71,0.88
11502,21,717.57,393.17,155.74,359.38,0.87
11502,33,784.93,509.73,259.55,340.37,0.89
11503,21,720.19,392.47,155.08,357.77,0.86
11503,33,782.84,509.30,263.66,342.56,0.88
11504,21,721.29,391.82,155.36,358.90,0.87
11504,33,783.05,509.58,263.29,338.48,0.88
11505,21,721.87,390.73,155.87,361.08,0.87
11505,33,781.61,509.45,267.19,341.24,0.88
11506,21,723.42,389.92,154.15,356.98,0.87
11506,33,781.91,510.07,268.82,342.09,0.88
11507,21,724.60,388.77,153.04,354.49,0.87
11507,33,784.28,510.74,267.66,339.75,0.88
11508,21,723.98,387.94,154.62,359.36,0.87
11508,33,784.10,509.19,273.90,349.20,0.89
11509,21,725.04,386.78,152.52,354.96,0.90
11509,33,790.72,509.50,269.06,344.76,0.89
11510,21,725.98,385.94,151.43,352.80,0.90
11510,33,796.42,509.16,266.26,343.48,0.88
11511,21,726.93,386.11,150.61,351.09,0.90
11511,33,804.08,509.04,262.18,341.22,0.87
11512,21,730.98,385.10,144.61,335.02,0.90
11512,33,816.82,509.43,250.68,328.29,0.88
11513,21,731.50,384.09,144.25,333.27,0.90
11513,33,831.08,509.58,240.01,316.17,0.87
11514,21,730.83,383.30,146.67,338.56,0.89
11514,33,833.71,509.64,249.35,332.80,0.90
11515,21,731.18,382.59,147.20,339.69,0.90
11515,33,842.38,509.65,245.98,332.11,0.90
11516,21,731.21,382.37,148.43,342.84,0.90
11516,33,851.90,507.87,238.27,324.28,0.90
11517,21,731.49,382.31,149.17,344.95,0.90
11517,33,858.04,506.74,238.97,328.56,0.90
11518,21,732.25,382.77,148.08,342.65,0.90
11518,33,866.08,505.44,232.77,322.15,0.89
11519,21,733.15,382.53,147.26,340.44,0.90
11519,33,871.03,502.93,231.62,323.12,0.89
11520,21,733.21,382.91,148.35,343.21,0.89
11520,33,879.52,504.03,221.18,308.98,0.90
11521,21,734.77,383.07,145.62,336.24,0.90
11521,33,882.44,504.02,220.06,308.69,0.90
11522,21,736.64,383.15,142.87,328.21,0.90
11522,33,884.95,503.36,219.22,308.88,0.90
11523,21,738.04,383.65,141.27,323.00,0.90
11523,33,890.24,501.33,212.59,299.61,0.90
11524,21,738.42,384.30,141.82,322.50,0.90
11524,33,893.55,500.58,208.90,294.40,0.91
11525,21,738.79,384.55,141.50,320.14,0.91
11525,33,892.78,501.24,213.05,301.69,0.90
11526,21,738.47,384.65,143.15,322.94,0.90
11526,33,893.03,500.38,216.90,309.54,0.90
11527,21,738.97,384.47,143.39,322.04,0.91
11527,33,894.64,499.41,216.00,310.13,0.91
11528,21,739.02,384.40,143.71,321.75,0.91
11528,33,893.37,499.05,220.08,319.30,0.90
11529,21,737.88,384.38,146.10,326.63,0.90
11529,33,893.80,498.72,221.39,325.17,0.89
11530,21,738.05,384.37,146.65,327.59,0.90
11530,33,894.87,498.61,219.91,326.53,0.89
11531,21,738.63,384.15,145.79,324.64,0.91
11531,33,897.87,498.14,214.85,321.70,0.90
11532,21,738.21,383.85,146.70,326.45,0.90
11532,33,898.37,497.10,214.02,323.82,0.89
11533,21,738.48,383.96,146.16,324.70,0.90
11533,33,901.42,496.27,206.08,313.06,0.91
11534,21,737.31,383.56,149.36,332.54,0.90
11534,33,900.29,495.99,206.56,315.66,0.90
11535,21,737.14,383.63,149.11,332.16,0.90
11535,33,899.96,495.67,204.70,314.18,0.90
11536,21,737.32,383.45,148.49,330.44,0.90
11536,33,898.19,495.35,206.30,318.33,0.90
11537,21,737.17,383.38,148.68,330.67,0.90
11537,33,896.90,495.25,206.31,319.44,0.90
11538,21,737.78,383.36,148.28,329.42,0.90
11538,33,895.19,495.68,206.92,321.64,0.90
11539,21,737.92,383.58,148.30,329.17,0.90
11539,33,895.02,495.63,205.26,319.57,0.90
11540,21,738.45,383.88,146.45,324.39,0.91
11540,33,894.47,496.07,204.69,319.22,0.90
11541,21,737.41,383.78,148.20,328.19,0.90
11541,33,893.92,496.25,205.15,320.41,0.90
11542,21,737.97,383.52,146.95,324.95,0.91
11542,33,893.45,495.88,204.07,318.63,0.90
11543,21,738.06,383.42,146.71,323.72,0.91
11543,33,892.34,496.86,205.52,321.30,0.90
11544,21,738.45,383.83,146.80,323.28,0.91
11544,33,891.91,497.68,205.20,320.96,0.90
11545,21,737.96,383.54,147.21,324.03,0.91
11545,33,893.14,498.89,202.32,316.36,0.90
11546,21,737.07,382.99,148.76,327.45,0.91
11546,33,894.79,498.90,197.96,308.34,0.91
11547,21,737.87,383.23,147.96,325.19,0.91
11547,33,894.40,499.34,197.47,306.70,0.90
11548,21,736.88,382.87,149.33,328.35,0.91
11548,33,893.52,500.18,197.87,306.35,0.90
11549,21,737.61,383.41,147.66,323.99,0.91
11549,33,892.61,500.71,200.10,309.63,0.89
11550,21,738.04,383.17,146.71,321.42,0.91
11550,33,892.57,501.12,198.57,306.21,0.90
11551,21,738.98,382.86,145.68,318.46,0.91
11551,33,893.71,500.81,196.61,301.80,0.90
11552,21,739.44,383.19,145.08,316.02,0.92
11552,33,893.78,501.36,197.51,302.21,0.90
11553,21,739.39,383.10,144.40,313.58,0.92
11553,33,894.45,501.11,196.58,299.72,0.90
11554,21,738.83,383.06,146.12,316.75,0.92
11554,33,892.81,501.45,200.02,304.67,0.90
11555,21,738.48,383.27,147.05,318.63,0.92
11555,33,892.07,501.80,201.56,306.77,0.90
11556,21,737.88,383.35,148.32,321.60,0.92
11556,33,890.81,501.48,205.00,312.48,0.90
11557,21,737.70,383.38,148.71,322.28,0.92
11557,33,891.79,502.01,203.41,309.55,0.90
11558,21,737.65,383.17,148.81,322.32,0.91
11558,33,892.46,502.43,202.20,307.29,0.90
11559,21,737.59,382.87,149.81,324.34,0.91
11559,33,893.21,501.91,200.76,304.43,0.90
11560,21,737.90,382.76,149.52,323.32,0.91
11560,33,893.06,501.93,201.08,304.48,0.90
11561,21,738.46,382.94,148.53,320.47,0.92
11561,33,893.99,501.71,200.11,302.51,0.90
11562,21,738.66,383.01,148.15,318.94,0.92
11562,33,894.89,501.84,198.66,299.77,0.90
11563,21,739.23,383.26,147.92,317.70,0.92
11563,33,894.87,501.67,198.83,299.44,0.90
11564,21,738.90,383.36,148.02,317.25,0.92
11564,33,893.85,501.82,200.01,300.91,0.90
11565,21,738.55,383.17,149.39,320.01,0.92
11565,33,893.28,501.65,200.82,302.16,0.89
11566,21,738.93,383.10,148.89,318.38,0.92
11566,33,894.58,501.59,198.99,298.64,0.89
11567,21,738.32,383.29,149.28,318.89,0.92
11567,33,894.04,502.01,200.36,300.46,0.90
11568,21,737.78,382.92,150.05,320.42,0.92
11568,33,894.80,501.72,198.94,297.59,0.89
11569,21,737.67,382.56,150.15,320.78,0.92
11569,33,895.92,501.60,196.74,293.38,0.90
11570,21,736.93,382.42,151.58,324.49,0.91
11570,33,894.75,501.56,199.10,296.78,0.90
11571,21,736.96,382.15,151.51,324.77,0.91
11571,33,893.45,502.21,201.70,300.97,0.90
11572,21,737.71,381.83,150.88,323.30,0.92
11572,33,893.07,501.79,202.45,302.34,0.89
11573,21,736.70,381.49,152.35,326.96,0.91
11573,33,892.52,501.85,203.54,304.42,0.89
11574,21,736.31,381.59,152.91,328.99,0.91
11574,33,891.89,501.87,204.80,306.98,0.89
11575,21,736.25,381.18,152.95,330.19,0.91
11575,33,892.34,502.10,203.89,305.94,0.89
11576,21,736.30,381.04,152.81,330.61,0.91
11576,33,892.51,502.18,204.44,307.30,0.89
11577,21,736.90,381.21,151.60,328.30,0.91
11577,33,892.93,502.21,203.05,305.14,0.89
11578,21,737.57,381.50,151.15,327.61,0.91
11578,33,893.01,502.22,202.67,304.74,0.89
11579,21,737.25,381.62,152.13,330.46,0.91
11579,33,892.25,502.22,204.11,307.26,0.89
11580,21,737.71,381.44,152.22,331.30,0.91
11580,33,893.67,501.78,201.24,302.42,0.90
11581,21,737.76,381.38,151.62,330.70,0.91
11581,33,893.04,501.83,201.59,302.58,0.90
11582,21,738.31,380.91,151.20,330.45,0.91
11582,33,892.54,502.07,202.24,303.31,0.89
11583,21,738.68,380.73,150.71,329.90,0.91
11583,33,892.00,501.72,203.20,304.93,0.89
11584,21,737.79,380.45,151.69,333.01,0.91
11584,33,891.95,501.81,202.36,303.54,0.90
11585,21,738.10,380.35,151.65,333.73,0.91
11585,33,890.71,501.84,203.62,305.68,0.89
11586,21,738.84,380.31,150.39,331.31,0.92
11586,33,891.68,501.86,201.21,301.59,0.89
11587,21,738.60,380.08,150.95,333.27,0.92
11587,33,890.32,502.08,203.78,305.63,0.89
11588,21,738.98,380.22,150.20,331.99,0.92
11588,33,888.77,501.72,205.93,309.36,0.89
11589,21,738.66,380.28,150.85,334.17,0.92
11589,33,887.20,501.14,207.83,312.98,0.88
11590,21,738.75,380.08,150.66,334.31,0.92
11590,33,888.14,500.70,204.63,307.91,0.89
11591,21,738.43,379.57,151.30,336.57,0.91
11591,33,887.15,500.76,206.12,310.62,0.88
11592,21,738.77,379.38,150.61,335.18,0.92
11592,33,887.82,501.01,205.49,310.06,0.89
11593,21,738.83,378.86,150.48,335.07,0.91
11593,33,886.07,501.33,207.51,314.06,0.89
11594,21,738.75,378.45,150.63,335.69,0.91
11594,33,884.79,501.01,210.42,319.98,0.89
11595,21,738.72,378.53,150.70,336.13,0.92
11595,33,884.51,501.11,210.23,320.66,0.88
11596,21,738.57,378.56,151.00,337.17,0.91
11596,33,883.66,501.37,210.78,322.85,0.89
11597,21,738.39,378.58,151.35,338.44,0.91
11597,33,884.98,501.47,208.62,320.54,0.89
11598,21,737.68,378.60,151.87,340.23,0.90
11598,33,885.36,501.29,208.04,320.72,0.89
11599,21,737.51,378.16,152.76,343.11,0.91
11599,33,886.26,501.44,206.33,318.74,0.88
11600,21,737.81,378.00,152.37,342.85,0.91
11600,33,886.52,501.50,204.08,315.29,0.88
11601,21,738.15,377.95,150.88,339.60,0.91
11601,33,886.45,501.52,203.59,314.41,0.88
11602,21,738.05,377.93,150.78,339.67,0.91
11602,33,885.68,501.30,205.79,318.76,0.88
11603,21,737.79,377.93,151.18,341.03,0.91
11603,33,884.76,501.44,207.01,321.50,0.88
11604,21,737.92,377.49,150.88,340.63,0.91
11604,33,885.91,501.50,204.49,317.64,0.88
11605,21,737.90,377.78,150.02,338.68,0.91
11605,33,885.58,501.52,205.09,319.26,0.88
11606,21,737.96,377.89,149.56,337.93,0.91
11606,33,883.79,501.53,207.76,324.75,0.88
11607,21,737.77,377.94,149.82,338.99,0.91
11607,33,884.83,501.97,206.24,322.82,0.88
11608,21,738.15,378.18,149.02,336.93,0.91
11608,33,885.26,501.70,205.60,322.49,0.88
11609,21,738.66,378.50,148.01,334.14,0.91
11609,33,884.50,501.81,206.34,324.34,0.88
11610,21,738.11,379.07,149.10,336.68,0.91
11610,33,885.04,502.75,204.07,321.02,0.88
11611,21,737.91,379.28,149.50,337.64,0.91
11611,33,884.76,502.87,204.20,321.74,0.88
11612,21,738.48,379.13,148.38,334.66,0.91
11612,33,884.93,502.92,203.71,321.11,0.88
11613,21,738.60,379.74,148.14,333.76,0.91
11613,33,884.49,502.48,204.56,323.09,0.88
11614,21,739.31,379.52,147.63,332.09,0.91
11614,33,887.11,502.54,200.20,315.60,0.88
11615,21,738.76,379.66,148.16,333.04,0.91
11615,33,887.04,503.01,200.68,316.32,0.88
11616,21,738.65,379.93,148.18,332.75,0.91
11616,33,886.80,502.73,202.21,319.28,0.88
11617,21,738.25,379.58,149.79,336.67,0.91
11617,33,887.29,502.40,201.62,318.85,0.88
11618,21,738.48,380.34,149.65,336.37,0.91
11618,33,887.37,502.27,201.61,319.12,0.88
11619,21,738.48,380.62,149.77,336.70,0.91
11619,33,887.51,502.00,201.38,319.01,0.88
11620,21,739.29,380.95,148.19,332.59,0.91
11620,33,889.32,502.35,198.68,314.50,0.88
11621,21,739.70,381.06,147.37,330.13,0.91
11621,33,888.66,502.48,199.43,315.94,0.88
11622,21,739.44,381.10,147.90,331.02,0.91
11622,33,888.78,502.97,199.87,316.93,0.88
11623,21,739.59,381.11,148.48,331.82,0.91
11623,33,889.51,502.71,197.78,313.31,0.88
11624,21,740.08,381.11,147.85,329.90,0.91
11624,33,889.51,502.83,198.43,314.41,0.88
11625,21,740.20,381.10,147.73,329.19,0.91
11625,33,889.42,502.43,197.96,313.05,0.88
11626,21,739.84,381.09,148.48,330.73,0.91
11626,33,889.42,502.28,198.60,313.44,0.88
11627,21,739.98,381.31,148.21,329.76,0.91
11627,33,889.07,502.22,199.55,314.50,0.89
11628,21,740.52,380.94,148.02,328.96,0.91
11628,33,888.15,501.75,202.35,319.37,0.89
11629,21,740.67,380.80,148.05,328.67,0.91
11629,33,888.87,501.58,202.16,319.43,0.89
11630,21,739.99,380.74,149.52,332.15,0.91
11630,33,887.92,501.52,203.64,322.56,0.89
11631,21,740.50,380.95,149.43,331.91,0.91
11631,33,889.78,501.94,199.76,315.74,0.88
11632,21,740.13,381.24,150.52,334.72,0.91
11632,33,888.07,502.33,203.09,321.40,0.89
11633,21,740.11,380.91,150.67,335.33,0.91
11633,33,888.12,502.25,203.85,322.38,0.89
11634,21,740.35,381.00,150.23,334.43,0.91
11634,33,888.88,502.66,204.44,323.18,0.90
11635,21,740.71,381.04,149.52,332.74,0.91
11635,33,888.35,502.82,206.26,326.13,0.90
11636,21,740.55,381.05,149.83,333.88,0.91
