frame,tracklet_id,l,t,w,h,probability_of_detection
37687,101,644.09,449.09,188.36,347.41,0.86
37687,109,303.27,400.97,245.70,463.67,0.82
37688,91,1024.78,421.64,190.21,353.16,0.89
37688,101,644.38,447.79,189.80,351.55,0.84
37688,109,306.32,399.77,241.14,455.27,0.81
37689,91,1025.83,421.15,187.78,348.74,0.90
37689,101,644.62,447.33,188.98,351.33,0.86
37689,109,306.10,398.46,239.17,451.56,0.82
37690,91,1025.13,420.54,189.09,351.98,0.89
37690,101,645.77,446.30,188.54,352.12,0.85
37690,109,304.51,397.56,241.43,456.44,0.82
37691,91,1024.69,420.33,189.96,354.52,0.89
37691,101,644.54,445.27,191.70,360.64,0.87
37691,109,300.71,396.81,247.07,469.83,0.82
37692,91,1024.67,419.38,190.02,355.48,0.89
37692,101,645.00,444.91,190.81,361.18,0.87
37692,109,300.72,395.67,244.52,466.48,0.84
37693,91,1024.56,418.60,190.28,357.16,0.89
37693,101,645.26,444.14,189.62,360.67,0.87
37693,109,299.00,394.16,244.85,469.33,0.84
37694,91,1024.57,417.44,191.17,359.99,0.89
37694,101,645.35,443.21,189.16,361.54,0.87
37694,109,300.24,394.73,240.07,461.70,0.84
37695,91,1025.36,417.46,189.96,358.38,0.88
37695,101,644.30,441.78,190.94,366.94,0.87
37695,109,302.46,394.99,236.08,454.70,0.82
37696,91,1024.59,416.16,192.52,364.86,0.89
37696,101,641.78,439.72,195.17,378.01,0.86
37696,109,302.19,393.78,239.12,461.93,0.82
37697,91,1026.32,416.58,190.35,361.08,0.89
37697,101,639.69,437.86,199.06,388.97,0.86
37697,109,299.25,392.46,241.97,470.39,0.83
37698,91,1026.81,416.32,191.66,364.03,0.89
37698,101,637.62,436.31,200.67,394.86,0.86
37698,109,296.60,390.66,245.74,481.54,0.83
37699,91,1026.65,416.24,194.59,369.99,0.89
37699,101,638.05,434.43,198.40,392.63,0.87
37699,109,296.04,389.78,244.58,482.88,0.83
37700,91,1026.82,416.01,196.12,372.88,0.90
37700,101,637.23,432.42,200.59,400.01,0.86
37700,109,294.93,388.38,246.43,491.04,0.83
37701,91,1027.01,416.60,197.31,375.03,0.87
37701,101,637.74,430.82,199.13,399.20,0.86
37701,109,296.02,386.99,243.17,487.00,0.84
37702,91,1029.66,417.29,193.47,365.61,0.90
37702,101,637.98,429.37,199.18,401.84,0.86
37702,109,295.67,385.83,246.31,496.21,0.85
37703,91,1028.70,418.01,196.83,370.88,0.90
37703,101,639.39,427.32,197.66,401.19,0.86
37703,109,293.25,385.65,252.09,511.72,0.83
37704,91,1029.70,418.07,195.33,366.38,0.89
37704,101,642.67,426.36,192.05,391.30,0.86
37704,109,296.99,384.95,250.15,508.58,0.84
37705,91,1028.52,418.76,194.26,361.71,0.91
37705,101,645.36,426.06,187.04,381.57,0.85
37705,109,303.62,384.06,244.09,495.42,0.83
37706,91,1025.71,419.48,197.65,365.76,0.91
37706,101,647.06,425.56,183.09,373.38,0.85
37706,109,304.65,382.64,244.34,494.93,0.83
37707,91,1025.30,419.74,198.54,365.05,0.91
37707,101,646.08,424.74,184.86,378.23,0.85
37707,109,303.59,381.03,245.51,496.69,0.84
37708,91,1023.78,419.40,200.70,367.00,0.91
37708,101,646.06,423.36,185.70,381.60,0.86
37708,109,301.07,380.90,247.07,500.42,0.83
37709,91,1022.45,418.82,204.79,373.51,0.91
37709,101,644.49,422.21,189.16,391.11,0.87
37709,109,296.56,380.89,248.54,506.20,0.82
37710,91,1022.15,417.71,205.94,375.06,0.90
37710,101,644.62,421.81,188.13,390.27,0.86
37710,109,298.70,381.80,244.04,497.71,0.80
37711,91,1022.15,417.51,206.15,375.39,0.90
37711,101,645.41,420.38,185.36,384.99,0.85
37711,109,296.80,381.30,244.67,500.61,0.80
37712,91,1021.53,416.78,206.57,377.02,0.88
37712,101,642.58,418.54,189.45,395.03,0.86
37712,109,303.63,381.13,246.74,500.32,0.79
37713,91,1022.58,416.28,205.04,375.16,0.90
37713,101,641.21,416.78,191.82,401.61,0.86
37713,109,300.20,381.09,250.25,507.29,0.80
37714,91,1023.44,415.44,203.52,373.30,0.89
37714,101,642.57,415.26,189.20,396.57,0.86
37714,109,299.40,380.65,248.35,502.78,0.80
37715,91,1024.53,415.57,201.43,369.89,0.90
37715,101,641.99,413.85,190.19,399.44,0.86
37715,109,294.80,380.51,248.60,505.44,0.79
37716,91,1025.21,414.74,200.08,367.69,0.90
37716,101,641.43,412.91,191.25,402.70,0.86
37716,109,295.72,380.47,244.86,498.40,0.79
37717,91,1026.14,414.66,198.23,364.40,0.90
37717,101,641.39,412.16,191.31,403.44,0.84
37717,109,296.30,379.58,243.79,496.56,0.81
37718,91,1026.14,413.97,198.23,364.74,0.90
37718,101,641.13,411.04,192.50,407.21,0.85
37718,109,295.75,379.27,246.31,502.12,0.81
37719,91,1026.65,413.95,197.21,362.87,0.90
37719,101,641.50,409.77,191.35,404.59,0.85
37719,109,297.11,378.72,248.15,505.08,0.81
37720,91,1025.47,412.84,199.57,367.79,0.90
37720,101,642.60,408.88,189.90,401.30,0.86
37720,109,297.21,378.75,247.94,504.63,0.81
37721,91,1024.97,412.43,199.67,368.30,0.90
37721,101,642.54,407.93,188.51,397.55,0.86
37721,109,297.22,378.11,251.02,510.43,0.81
37722,91,1024.38,411.85,199.61,368.50,0.89
37722,101,640.88,407.39,188.59,396.78,0.86
37722,109,297.32,377.00,255.10,517.90,0.80
37723,91,1024.23,410.75,199.44,369.01,0.90
37723,101,639.40,406.78,190.35,400.50,0.86
37723,109,298.37,376.59,253.19,512.73,0.81
37724,91,1024.19,409.46,199.35,369.65,0.89
37724,101,637.99,406.59,190.94,401.44,0.85
37724,109,296.99,375.35,255.65,517.12,0.80
37725,91,1024.40,408.10,198.88,369.44,0.88
37725,101,636.81,406.78,192.27,404.22,0.86
37725,109,297.62,374.23,257.04,518.95,0.80
37726,91,1024.49,407.83,197.79,367.79,0.90
37726,101,637.86,406.22,189.36,397.03,0.88
37726,109,299.03,373.83,251.98,506.71,0.80
37727,91,1023.96,406.64,198.53,369.62,0.89
37727,101,637.68,406.04,188.34,393.80,0.88
37727,109,297.20,373.25,250.26,502.85,0.80
37728,91,1023.14,405.33,199.16,371.64,0.90
37728,101,636.76,405.11,188.79,393.94,0.88
37728,109,295.33,372.39,252.42,507.92,0.80
37729,91,1023.40,404.85,198.26,370.17,0.90
37729,101,636.15,405.23,189.53,394.90,0.88
37729,109,291.93,371.42,253.21,511.81,0.80
37730,91,1022.79,403.81,198.47,370.94,0.90
37730,101,636.18,404.86,188.42,392.15,0.88
37730,109,292.05,370.63,249.36,505.72,0.82
37731,91,1022.78,403.45,198.10,370.78,0.90
37731,101,635.07,404.08,190.29,396.71,0.88
37731,109,291.57,368.80,250.00,508.96,0.82
37732,91,1022.52,402.45,197.61,370.26,0.90
37732,101,633.93,403.80,190.68,398.43,0.87
37732,109,290.35,367.47,254.14,519.75,0.81
37733,91,1021.95,401.20,198.40,372.74,0.90
37733,101,634.83,403.72,187.54,391.95,0.87
37733,109,292.95,367.88,250.94,513.62,0.82
37734,91,1021.95,399.87,198.28,373.66,0.90
37734,101,635.32,403.49,186.08,389.26,0.88
37734,109,290.37,366.73,253.79,522.36,0.82
37735,91,1022.69,398.51,196.76,371.77,0.90
37735,101,634.76,402.53,186.84,391.85,0.88
37735,109,291.30,365.67,252.08,520.51,0.83
37736,91,1023.12,397.14,195.91,371.04,0.90
37736,101,633.70,401.75,187.96,395.52,0.88
37736,109,291.10,364.84,250.12,518.40,0.84
37737,91,1023.30,396.43,196.45,373.22,0.88
37737,101,632.21,400.58,190.59,403.14,0.87
37737,109,289.48,363.67,250.92,522.91,0.83
37738,91,1022.28,395.53,197.96,377.37,0.90
37738,101,632.81,399.72,188.41,399.82,0.88
37738,109,289.45,363.48,249.44,522.14,0.83
37739,91,1020.20,394.34,200.15,382.47,0.89
37739,101,630.83,398.07,189.35,403.40,0.86
37739,109,288.57,362.55,250.44,526.69,0.83
37740,91,1019.15,394.36,198.85,379.95,0.90
37740,101,631.12,395.71,188.77,403.85,0.87
37740,109,289.60,361.12,248.89,525.04,0.83
37741,91,1017.86,394.41,197.47,376.71,0.89
37741,101,631.08,393.95,188.69,405.32,0.86
37741,109,290.67,359.94,248.33,525.47,0.84
37742,91,1015.87,394.24,197.33,374.79,0.89
37742,101,630.08,392.65,189.09,407.40,0.87
37742,109,290.22,358.63,251.19,534.06,0.83
37743,91,1013.24,393.53,199.28,376.96,0.89
37743,101,628.85,391.97,189.65,410.15,0.88
37743,109,291.99,358.17,249.40,531.50,0.83
37744,91,1012.55,393.51,196.80,369.08,0.89
37744,101,629.58,390.65,186.84,404.29,0.88
37744,109,293.65,356.70,247.66,528.66,0.84
37745,91,1012.32,393.31,194.97,362.25,0.89
37745,101,629.00,389.52,185.75,401.77,0.89
37745,109,295.65,354.84,244.14,519.95,0.85
37746,91,1011.61,393.04,196.51,362.21,0.89
37746,101,627.46,389.13,186.01,401.71,0.90
37746,109,294.98,353.28,243.87,517.98,0.85
37747,91,1012.10,393.63,195.64,357.53,0.89
37747,101,625.26,389.02,187.16,403.47,0.89
37747,109,294.09,352.74,244.49,518.59,0.84
37748,91,1011.08,393.20,198.70,361.44,0.88
37748,101,622.41,389.02,189.69,408.58,0.90
37748,109,295.60,351.68,243.82,515.70,0.84
37749,91,1009.07,392.83,203.15,369.41,0.89
37749,101,621.03,388.83,191.30,411.60,0.88
37749,109,295.94,351.32,244.49,515.52,0.84
37750,91,1010.45,392.04,201.46,366.00,0.88
37750,101,620.89,388.12,190.34,408.51,0.89
37750,109,295.44,350.56,246.88,519.27,0.84
37751,91,1011.40,391.98,201.80,367.15,0.89
37751,101,620.31,386.98,190.19,407.28,0.86
37751,109,295.89,350.31,246.50,516.24,0.84
37752,91,1011.27,391.97,203.83,372.49,0.89
37752,101,618.86,385.25,192.67,412.60,0.87
37752,109,296.29,349.80,247.11,515.54,0.84
37753,91,1012.33,391.54,202.39,371.40,0.87
37753,101,619.56,384.18,192.04,411.03,0.87
37753,109,296.54,349.42,246.23,511.04,0.84
37754,91,1014.08,391.16,198.26,364.50,0.88
37754,101,620.69,383.36,191.94,411.29,0.89
37754,109,297.85,349.54,245.35,507.35,0.84
37755,91,1013.89,390.37,197.51,364.34,0.88
37755,101,621.70,382.86,191.87,412.03,0.88
37755,109,297.11,349.38,248.81,514.30,0.84
37756,91,1013.75,389.63,196.47,363.41,0.86
37756,101,625.59,382.48,188.21,404.94,0.86
37756,109,294.54,349.35,251.11,517.81,0.84
37757,91,1012.81,388.48,197.88,367.54,0.88
37757,101,631.05,381.48,180.66,387.86,0.85
37757,109,292.81,348.47,254.02,523.15,0.85
37758,91,1013.10,387.84,196.24,365.32,0.88
37758,101,633.58,381.14,177.57,380.54,0.86
37758,109,292.09,347.71,256.02,527.82,0.85
37759,91,1011.68,386.95,198.69,371.41,0.88
37759,101,635.49,380.37,177.62,380.90,0.86
37759,109,291.84,347.00,256.27,527.80,0.85
37760,91,1009.62,386.19,200.92,377.23,0.89
37760,101,635.00,380.34,180.00,386.74,0.86
37760,109,291.47,346.76,256.91,529.07,0.85
37761,91,1009.65,385.04,199.26,374.12,0.89
37761,101,635.87,380.35,179.20,384.97,0.87
37761,109,293.13,345.58,255.33,525.30,0.85
37762,91,1008.32,383.73,202.23,380.01,0.89
37762,101,635.86,380.38,180.86,388.39,0.87
37762,109,293.27,345.15,256.14,526.50,0.84
37763,91,1007.79,382.82,204.31,383.97,0.89
37763,101,635.07,380.41,184.60,397.30,0.88
37763,109,294.02,344.57,254.59,522.03,0.84
37764,91,1007.20,382.50,206.78,388.08,0.90
37764,101,634.56,380.00,186.17,401.55,0.88
37764,109,295.48,344.15,252.66,516.07,0.84
37765,91,1008.19,382.18,206.20,385.40,0.90
37765,101,635.59,380.52,185.38,400.28,0.88
37765,109,294.56,344.47,253.73,516.52,0.85
37766,91,1007.92,381.87,207.28,385.41,0.90
37766,101,637.21,381.86,182.58,393.76,0.88
37766,109,293.36,343.82,254.60,516.15,0.84
37767,91,1007.39,380.89,208.56,385.81,0.90
37767,101,636.61,382.38,182.11,392.17,0.88
37767,109,293.62,343.37,255.26,515.80,0.84
37768,91,1007.42,379.87,208.58,383.48,0.89
37768,101,635.45,382.58,182.65,392.93,0.89
37768,109,291.72,342.00,258.63,521.83,0.84
37769,91,1006.11,379.96,209.45,383.00,0.89
37769,101,635.72,382.65,180.76,387.42,0.88
37769,109,292.13,341.28,258.07,519.00,0.83
37770,91,1005.25,379.57,209.60,381.45,0.90
37770,101,634.64,382.46,181.70,388.72,0.89
37770,109,293.18,341.03,255.51,512.55,0.85
37771,91,1005.09,378.78,206.67,373.93,0.90
37771,101,634.30,382.17,181.70,388.12,0.90
37771,109,292.50,340.62,255.47,510.46,0.85
37772,91,1002.91,378.05,206.21,371.97,0.91
37772,101,633.10,382.28,182.27,389.03,0.89
37772,109,291.44,339.82,256.16,509.93,0.85
37773,91,999.84,377.81,208.80,376.64,0.91
37773,101,632.25,382.78,182.17,388.95,0.90
37773,109,290.04,339.09,261.10,520.50,0.85
37774,91,997.95,377.29,209.52,378.40,0.91
37774,101,631.97,382.74,182.07,389.16,0.90
37774,109,287.64,338.51,265.83,531.01,0.85
37775,91,997.74,377.12,206.15,371.95,0.91
37775,101,630.73,382.73,183.41,393.27,0.90
37775,109,286.24,337.97,270.81,544.15,0.84
37776,91,995.53,377.08,207.41,374.88,0.91
37776,101,630.51,383.17,182.77,392.16,0.90
37776,109,287.16,336.69,269.24,543.18,0.85
37777,91,993.92,376.63,206.84,374.20,0.91
37777,101,629.87,383.78,182.54,392.17,0.90
37777,109,285.32,336.33,269.92,546.12,0.85
37778,91,992.38,376.48,207.67,376.63,0.91
37778,101,629.41,383.79,181.13,388.84,0.89
37778,109,286.44,335.44,268.09,543.49,0.84
37779,91,991.81,376.45,207.15,376.66,0.91
37779,101,629.42,384.90,180.28,386.90,0.90
37779,109,283.93,333.79,270.03,548.62,0.85
37780,91,991.21,376.00,207.81,379.34,0.91
37780,101,628.59,384.42,181.87,390.67,0.89
37780,109,285.20,333.31,268.88,547.72,0.84
37781,91,991.54,375.85,207.91,381.24,0.91
37781,101,626.79,383.79,184.36,396.99,0.90
37781,109,285.64,333.04,269.12,550.07,0.84
37782,91,991.93,375.58,207.49,382.61,0.91
37782,101,626.80,383.99,183.27,394.94,0.90
37782,109,284.61,331.97,268.82,550.55,0.85
37783,91,993.67,374.83,204.21,378.00,0.91
37783,101,625.37,383.85,184.66,398.81,0.90
37783,109,287.18,331.47,265.56,545.00,0.85
37784,91,994.43,375.01,202.82,377.12,0.91
37784,101,625.32,383.79,183.10,395.81,0.89
37784,109,285.92,330.76,265.24,544.71,0.86
37785,91,996.14,373.75,199.51,372.32,0.90
37785,101,626.07,383.10,180.35,389.51,0.89
37785,109,285.64,330.18,263.74,541.79,0.85
37786,91,994.69,374.18,201.59,378.59,0.90
37786,101,626.01,382.38,180.94,390.70,0.90
37786,109,286.20,329.54,264.20,544.22,0.86
37787,91,994.81,374.36,201.07,379.60,0.89
37787,101,625.70,382.12,181.99,392.95,0.90
37787,109,284.05,329.10,265.20,546.23,0.86
37788,91,994.64,374.88,199.58,378.64,0.90
37788,101,625.79,381.58,181.77,392.46,0.89
37788,109,282.08,328.63,266.91,549.97,0.85
37789,91,995.29,375.09,197.61,376.03,0.90
37789,101,626.08,380.94,181.20,391.38,0.89
37789,109,281.43,328.03,266.07,547.80,0.86
37790,91,995.82,375.18,194.55,370.57,0.90
37790,101,627.79,380.70,178.70,385.62,0.89
37790,109,282.39,328.28,263.80,542.02,0.86
37791,91,995.92,375.67,193.63,368.98,0.90
37791,101,627.74,380.17,178.06,383.89,0.89
37791,109,281.55,328.06,265.40,545.51,0.86
37792,91,995.99,376.30,193.26,368.41,0.90
37792,101,627.34,379.09,179.05,385.97,0.89
37792,109,281.02,327.88,263.88,541.14,0.86
37793,91,996.65,376.54,191.90,365.54,0.90
37793,101,628.04,379.14,179.08,386.33,0.89
37793,109,281.56,326.83,263.55,540.02,0.86
37794,91,997.49,376.40,190.24,362.03,0.89
37794,101,627.67,378.28,180.58,390.50,0.90
37794,109,281.82,326.23,262.55,537.15,0.86
37795,91,998.05,376.80,190.07,361.21,0.90
37795,101,628.42,377.97,180.49,390.75,0.90
37795,109,284.04,326.36,259.21,529.02,0.86
37796,91,998.81,376.95,190.70,361.85,0.90
37796,101,628.85,377.64,179.94,389.72,0.90
37796,109,283.82,325.87,257.95,525.21,0.86
37797,91,998.44,376.78,193.16,366.38,0.89
37797,101,629.87,377.76,178.90,387.32,0.89
37797,109,284.42,325.48,256.02,521.37,0.85
37798,91,999.61,376.71,193.27,365.89,0.90
37798,101,630.15,376.92,178.72,386.87,0.89
37798,109,284.33,324.23,255.96,523.81,0.86
37799,91,1000.59,376.68,193.11,364.83,0.89
37799,101,630.77,376.62,177.62,384.03,0.89
37799,109,281.81,323.33,258.25,531.05,0.85
37800,91,1000.04,375.78,194.89,368.02,0.88
37800,101,630.65,375.62,177.90,384.76,0.89
37800,109,280.91,321.79,259.94,538.14,0.84
37801,91,1000.04,375.21,196.92,372.12,0.87
37801,101,630.26,374.82,178.68,386.84,0.89
37801,109,283.80,320.34,255.47,531.08,0.84
37802,91,1000.71,373.90,198.98,376.11,0.90
37802,101,628.70,372.52,181.80,394.99,0.89
37802,109,282.06,318.48,263.98,552.53,0.84
37803,91,1001.90,372.74,201.42,381.38,0.90
37803,101,628.53,371.01,181.91,396.51,0.88
37803,109,284.52,316.16,263.99,554.20,0.84
37804,91,1004.89,372.08,201.65,382.25,0.91
37804,101,627.67,370.02,181.77,397.06,0.89
37804,109,285.63,314.63,266.45,561.62,0.83
37805,91,1007.46,371.40,202.38,383.42,0.90
37805,101,627.25,369.45,181.01,395.68,0.89
37805,109,289.45,313.21,263.55,557.30,0.84
37806,91,1010.63,370.72,201.76,381.16,0.90
37806,101,626.61,368.60,180.99,395.79,0.88
37806,109,292.82,309.92,263.47,560.09,0.84
37807,91,1014.01,370.03,201.52,379.36,0.89
37807,101,625.33,367.19,182.21,398.71,0.89
37807,109,298.40,308.40,258.67,552.10,0.84
37808,91,1016.13,369.34,203.21,381.77,0.90
37808,101,625.66,365.13,179.49,391.57,0.88
37808,109,302.83,306.08,254.92,546.29,0.84
37809,91,1019.40,367.76,203.24,380.88,0.89
37809,101,625.04,362.59,179.53,391.05,0.89
37809,109,308.25,304.71,249.49,537.03,0.84
37810,91,1023.35,367.18,201.27,375.61,0.89
37810,101,625.18,361.01,179.04,389.30,0.89
37810,109,311.52,302.34,246.23,533.21,0.85
37811,91,1026.37,366.32,201.80,375.16,0.91
37811,101,624.58,359.56,180.40,392.22,0.89
37811,109,313.97,301.18,243.78,530.81,0.84
37812,91,1027.93,365.79,204.55,379.69,0.90
37812,101,623.23,358.40,184.09,402.01,0.89
37812,109,315.75,298.90,243.25,533.66,0.85
37813,91,1030.71,365.62,204.61,379.16,0.89
37813,101,622.90,357.11,185.79,407.89,0.89
37813,109,319.06,296.76,241.24,532.09,0.85
37814,91,1032.11,364.68,205.55,380.28,0.86
37814,101,622.39,355.34,187.01,413.20,0.88
37814,109,320.10,293.11,241.69,536.68,0.85
37815,91,1036.58,364.35,203.20,374.46,0.89
37815,101,625.07,352.72,183.93,407.88,0.87
37815,109,324.53,290.91,235.88,525.51,0.85
37816,91,1040.59,364.26,201.96,370.89,0.89
37816,101,626.76,350.21,180.55,401.06,0.86
37816,109,327.64,288.14,235.63,525.55,0.84
37817,91,1043.94,363.57,200.30,366.20,0.90
37817,101,627.65,348.20,179.44,399.56,0.86
37817,109,336.69,286.17,232.28,514.08,0.82
37818,91,1045.79,363.33,201.01,366.27,0.90
37818,101,629.52,346.84,176.85,394.30,0.85
37818,109,342.72,283.83,232.74,510.61,0.84
37819,91,1048.95,363.04,198.82,360.29,0.90
37819,101,630.46,345.49,177.18,396.34,0.86
37819,109,350.54,283.38,230.44,498.29,0.86
37820,91,1054.22,362.05,194.13,348.62,0.89
37820,101,630.35,344.15,177.33,398.01,0.87
37820,109,352.18,281.71,232.35,497.19,0.86
37821,91,1054.12,360.11,199.93,358.20,0.89
37821,101,629.20,342.81,179.59,404.88,0.87
37821,109,352.02,280.83,234.90,499.96,0.86
37822,91,1056.37,358.31,200.92,358.82,0.88
37822,101,628.13,341.14,180.80,409.56,0.86
37822,109,352.49,279.89,237.27,502.67,0.87
37823,91,1057.69,356.76,202.83,361.78,0.89
37823,101,627.73,338.89,181.24,412.54,0.86
37823,109,352.20,278.38,238.87,504.12,0.88
37824,91,1059.10,354.43,205.11,365.61,0.89
37824,101,627.72,337.32,180.23,411.74,0.87
37824,109,352.28,276.53,239.31,503.41,0.88
37825,91,1063.51,354.03,200.69,356.40,0.88
37825,101,627.33,335.67,179.72,412.04,0.87
37825,109,354.11,275.00,238.84,500.52,0.89
37826,91,1064.38,353.48,202.19,358.74,0.88
37826,101,628.02,333.33,178.97,411.67,0.87
37826,109,356.47,274.16,238.25,497.59,0.90
37827,91,1066.77,353.30,199.35,352.04,0.89
37827,101,628.35,331.50,178.99,413.38,0.86
37827,109,356.12,272.33,240.79,502.16,0.89
37828,91,1068.23,351.48,199.64,351.34,0.89
37828,101,626.72,329.43,179.17,414.55,0.87
37828,109,353.15,270.15,241.93,503.70,0.89
37829,91,1067.03,350.39,202.19,355.61,0.88
37829,101,625.62,328.26,180.43,418.06,0.87
37829,109,353.79,268.26,240.45,500.54,0.90
37830,91,1066.68,348.67,202.80,356.35,0.87
37830,101,626.82,326.99,179.24,416.25,0.88
37830,109,352.82,265.61,239.06,499.15,0.90
37831,91,1066.34,347.62,202.41,354.87,0.87
37831,101,625.47,325.35,181.31,422.52,0.89
37831,109,351.53,262.66,238.51,500.24,0.90
37832,91,1066.66,347.71,200.33,349.87,0.88
37832,101,622.43,323.90,183.83,429.27,0.88
37832,109,348.75,259.73,240.58,508.38,0.90
37833,91,1065.92,347.34,201.16,350.70,0.89
37833,101,618.23,322.53,187.35,437.96,0.89
37833,109,347.74,258.02,239.48,510.35,0.90
37834,91,1063.08,347.01,204.72,357.53,0.89
37834,101,608.80,321.39,191.18,442.75,0.89
37834,109,346.31,255.90,239.33,514.88,0.90
37835,91,1061.57,347.14,205.12,358.56,0.90
37835,101,597.63,320.14,195.65,445.37,0.89
37835,109,347.35,254.16,236.55,513.14,0.90
37836,91,1060.24,346.33,205.83,360.28,0.90
37836,101,598.07,319.27,193.97,435.22,0.86
37836,109,359.15,252.70,234.94,505.31,0.86
37837,91,1054.80,345.16,213.26,375.61,0.90
37837,101,582.05,318.79,202.22,442.13,0.84
37837,109,357.03,251.33,238.99,514.88,0.88
37838,91,1050.22,343.75,217.60,385.82,0.90
37838,101,566.16,317.87,210.68,445.86,0.85
37838,109,353.44,249.87,238.06,515.44,0.89
37839,91,1048.05,342.03,217.44,387.85,0.90
37839,101,563.79,316.68,214.70,443.22,0.86
37839,109,351.04,249.06,234.78,511.96,0.89
37840,91,1046.51,341.40,215.24,385.88,0.90
37840,101,558.42,315.40,221.92,447.90,0.87
37840,109,348.31,247.49,233.12,513.29,0.87
37841,91,1045.30,340.75,211.23,379.70,0.90
37841,101,546.48,314.62,226.78,442.41,0.87
37841,109,352.19,244.84,232.50,513.22,0.86
37842,91,1041.89,340.54,211.20,380.82,0.90
37842,101,521.89,313.04,238.62,444.23,0.86
37842,109,354.34,242.68,233.15,515.30,0.89
37843,91,1038.73,340.82,209.68,379.09,0.90
37843,101,510.50,311.49,249.66,447.64,0.86
37843,109,356.27,240.93,233.38,515.29,0.89
37844,91,1036.12,340.62,207.55,376.04,0.90
37844,101,494.40,308.62,264.95,457.43,0.87
37844,109,357.59,240.56,234.92,517.72,0.90
37845,91,1030.70,339.79,210.37,382.78,0.90
37845,101,485.74,307.79,274.26,457.33,0.85
37845,109,357.53,239.49,238.38,524.96,0.90
37846,91,1026.28,338.62,211.00,385.72,0.90
37846,101,474.65,306.87,288.09,465.84,0.88
37846,109,357.00,238.36,241.98,532.87,0.90
37847,91,1022.89,337.75,210.35,386.35,0.90
37847,101,467.41,306.13,298.21,468.98,0.87
37847,109,356.71,237.11,243.46,535.83,0.90
37848,91,1018.97,336.67,210.21,388.20,0.89
37848,101,463.38,305.12,304.14,465.99,0.88
37848,109,357.62,236.80,242.81,533.67,0.90
37849,91,1017.94,337.07,204.10,377.43,0.90
37849,101,458.54,303.79,312.11,467.50,0.88
37849,109,357.07,235.52,243.39,534.87,0.89
37850,91,1014.25,336.35,204.08,378.63,0.89
37850,101,451.48,302.11,321.46,471.87,0.88
37850,109,356.71,234.97,241.66,530.93,0.89
37851,91,1010.53,335.33,202.71,377.17,0.89
37851,101,448.38,299.64,327.04,471.35,0.88
37851,109,355.95,233.93,241.29,530.26,0.88
37852,91,1006.68,336.31,201.94,376.17,0.91
37852,101,443.47,298.08,334.29,473.94,0.88
37852,109,356.03,234.14,239.95,527.18,0.88
37853,91,1003.30,336.03,201.27,374.67,0.90
37853,101,439.29,296.43,338.17,471.52,0.88
37853,109,355.02,232.59,240.15,528.11,0.88
37854,91,999.30,336.06,203.15,378.03,0.90
37854,101,434.27,295.64,343.88,472.52,0.88
37854,109,356.19,233.84,237.57,521.76,0.88
37855,91,994.23,335.64,205.87,383.30,0.89
37855,101,434.39,294.28,349.38,475.72,0.87
37855,109,356.34,231.89,238.95,524.48,0.88
37856,91,988.91,335.17,209.48,390.49,0.89
37856,101,431.87,293.26,352.81,476.10,0.87
37856,109,352.93,231.64,240.16,529.07,0.87
37857,91,983.05,335.44,209.92,389.22,0.90
37857,101,427.63,292.26,355.54,475.06,0.87
37857,109,350.29,230.69,237.53,525.91,0.88
37858,91,971.65,334.79,216.22,397.45,0.89
37858,101,424.86,290.93,359.52,476.95,0.87
37858,109,348.20,230.37,236.48,527.36,0.88
37859,91,960.68,333.78,223.34,406.13,0.89
37859,101,422.93,290.48,362.09,477.61,0.86
37859,109,349.37,229.28,236.69,529.79,0.87
37860,91,955.28,333.30,225.24,404.65,0.90
37860,101,414.66,288.80,368.97,483.81,0.84
37860,109,349.30,228.46,233.83,525.80,0.88
37861,91,952.55,332.58,226.74,402.75,0.90
37861,101,409.25,286.77,372.74,485.77,0.84
37861,109,349.61,227.17,232.59,524.83,0.88
37862,91,952.12,331.88,226.43,397.95,0.91
37862,101,404.00,285.15,372.74,482.90,0.85
37862,109,349.52,227.06,233.46,528.59,0.88
37863,91,950.07,330.96,230.42,402.08,0.89
37863,101,400.53,284.71,372.33,479.84,0.85
37863,109,350.71,226.16,233.61,530.00,0.88
37864,91,949.78,329.53,230.29,398.50,0.90
37864,101,398.10,284.14,372.40,478.19,0.86
37864,109,351.48,224.63,233.97,531.30,0.88
37865,91,949.35,327.77,232.07,398.29,0.90
37865,101,403.14,284.09,366.99,468.49,0.86
37865,109,353.68,224.19,232.52,527.22,0.87
37866,91,949.43,325.80,233.37,397.74,0.91
37866,101,400.85,283.90,369.08,469.97,0.87
37866,109,353.51,223.84,235.36,533.46,0.88
37867,91,949.48,323.97,234.90,398.17,0.91
37867,101,399.37,282.86,370.82,471.10,0.86
37867,109,354.23,222.29,236.17,535.02,0.88
37868,91,951.56,323.43,233.31,392.41,0.91
37868,101,394.89,282.28,372.56,471.75,0.87
37868,109,355.06,221.40,237.58,537.69,0.87
37869,91,950.77,321.70,236.92,396.70,0.91
37869,101,392.41,281.99,375.39,474.35,0.85
37869,109,355.67,219.87,237.07,535.45,0.89
37870,91,951.60,321.30,237.00,394.96,0.91
37870,101,392.18,281.47,376.78,475.33,0.84
37870,109,355.87,218.55,237.34,535.34,0.88
37871,91,951.73,320.75,237.52,393.84,0.91
37871,101,394.81,280.30,368.90,462.88,0.85
